lexeme,stem,class,regular,last,last2,last3,last4,first,first2,first3,first4
militarizar,militariz,ar-regular,1,z,i,r,a,m,i,l,i
mimar,mim,ar-regular,1,m,i,m,,m,i,m,
minar,min,ar-regular,1,n,i,m,,m,i,n,
minimizar,minimiz,ar-regular,1,z,i,m,i,m,i,n,i
minutar,minut,ar-regular,1,t,u,n,i,m,i,n,u
mirar,mir,ar-regular,1,r,i,m,,m,i,r,
mitigar,mitig,ar-regular,1,g,i,t,i,m,i,t,i
mochar,moC,ar-regular,1,C,o,m,,m,o,C,
modelar,model,ar-regular,1,l,e,d,o,m,o,d,e
moderar,moder,ar-regular,1,r,e,d,o,m,o,d,e
modernizar,moderniz,ar-regular,1,z,i,n,r,m,o,d,e
modificar,modific,ar-regular,1,c,i,f,i,m,o,d,i
modular,modul,ar-regular,1,l,u,d,o,m,o,d,u
mojar,moj,ar-regular,1,j,o,m,,m,o,j,
molestar,molest,ar-regular,1,t,s,e,l,m,o,l,e
momificar,momific,ar-regular,1,c,i,f,i,m,o,m,i
mondar,mond,ar-regular,1,d,n,o,m,m,o,n,d
monedar,moned,ar-regular,1,d,e,n,o,m,o,n,e
monitorizar,monitoriz,ar-regular,1,z,i,r,o,m,o,n,i
monopolizar,monopoliz,ar-regular,1,z,i,l,o,m,o,n,o
montar,mont,ar-regular,1,t,n,o,m,m,o,n,t
morar,mor,ar-regular,1,r,o,m,,m,o,r,
mordisquear,mordisce,ar-regular,1,e,c,s,i,m,o,r,d
mortificar,mortific,ar-regular,1,c,i,f,i,m,o,r,t
mostrar,mostr,ar-ue,0,r,t,s,o,m,o,s,t
motivar,motib,ar-regular,1,b,i,t,o,m,o,t,i
motorizar,motoriz,ar-regular,1,z,i,r,o,m,o,t,o
movilizar,mobiliz,ar-regular,1,z,i,l,i,m,o,b,i
mudar,mud,ar-regular,1,d,u,m,,m,u,d,
multar,mult,ar-regular,1,t,l,u,m,m,u,l,t
multiplicar,multiplic,ar-regular,1,c,i,l,p,m,u,l,t
murar,mur,ar-regular,1,r,u,m,,m,u,r,
murmurar,murmur,ar-regular,1,r,u,m,r,m,u,r,m
mutar,mut,ar-regular,1,t,u,m,,m,u,t,
mutilar,mutil,ar-regular,1,l,i,t,u,m,u,t,i
nacionalizar,nazionaliz,ar-regular,1,z,i,l,a,n,a,z,i
nadar,nad,ar-regular,1,d,a,n,,n,a,d,
narrar,naR,ar-regular,1,R,a,n,,n,a,R,
naturalizar,naturaliz,ar-regular,1,z,i,l,a,n,a,t,u
naufragar,naufrag,ar-regular,1,g,a,r,f,n,a,u,f
navegar,nabeg,ar-regular,1,g,e,b,a,n,a,b,e
necesitar,nezesit,ar-regular,1,t,i,s,e,n,e,z,e
negar,neg,ar-ie,0,g,e,n,,n,e,g,
negociar,negozi,ar-regular,1,i,z,o,g,n,e,g,o
neutralizar,neutraliz,ar-regular,1,z,i,l,a,n,e,u,t
nevar,neb,ar-ie,0,b,e,n,,n,e,b,
nivelar,nibel,ar-regular,1,l,e,b,i,n,i,b,e
nombrar,nombr,ar-regular,1,r,b,m,o,n,o,m,b
nominar,nomin,ar-regular,1,n,i,m,o,n,o,m,i
noquear,noce,ar-regular,1,e,c,o,n,n,o,c,e
normalizar,normaliz,ar-regular,1,z,i,l,a,n,o,r,m
normar,norm,ar-regular,1,m,r,o,n,n,o,r,m
notar,not,ar-regular,1,t,o,n,,n,o,t,
noticiar,notizi,ar-regular,1,i,z,i,t,n,o,t,i
notificar,notific,ar-regular,1,c,i,f,i,n,o,t,i
novelar,nobel,ar-regular,1,l,e,b,o,n,o,b,e
nublar,nubl,ar-regular,1,l,b,u,n,n,u,b,l
numerar,numer,ar-regular,1,r,e,m,u,n,u,m,e
obcecar,obzec,ar-regular,1,c,e,z,b,o,b,z,e
objetar,objet,ar-regular,1,t,e,j,b,o,b,j,e
obligar,oblig,ar-regular,1,g,i,l,b,o,b,l,i
obrar,obr,ar-regular,1,r,b,o,,o,b,r,
obsequiar,obseci,ar-regular,1,i,c,e,s,o,b,s,e
observar,obserb,ar-regular,1,b,r,e,s,o,b,s,e
obsesionar,obsesion,ar-regular,1,n,o,i,s,o,b,s,e
obstaculizar,obstaculiz,ar-regular,1,z,i,l,u,o,b,s,t
obviar,obbi,ar-regular,1,i,b,b,o,o,b,b,i
ocasionar,ocasion,ar-regular,1,n,o,i,s,o,c,a,s
occidentalizar,oczidentaliz,ar-regular,1,z,i,l,a,o,c,z,i
ocultar,ocult,ar-regular,1,t,l,u,c,o,c,u,l
ocupar,ocup,ar-regular,1,p,u,c,o,o,c,u,p
odiar,odi,ar-regular,1,i,d,o,,o,d,i,
ofertar,ofert,ar-regular,1,t,r,e,f,o,f,e,r
oficializar,ofizializ,ar-regular,1,z,i,l,a,o,f,i,z
oficiar,ofizi,ar-regular,1,i,z,i,f,o,f,i,z
ofrendar,ofrend,ar-regular,1,d,n,e,r,o,f,r,e
ofuscar,ofusc,ar-regular,1,c,s,u,f,o,f,u,s
ojear,oje,ar-regular,1,e,j,o,,o,j,e,
olear,ole,ar-regular,1,e,l,o,,o,l,e,
olivar,olib,ar-regular,1,b,i,l,o,o,l,i,b
olvidar,olbid,ar-regular,1,d,i,b,l,o,l,b,i
ondear,onde,ar-regular,1,e,d,n,o,o,n,d,e
ondular,ondul,ar-regular,1,l,u,d,n,o,n,d,u
opacar,opac,ar-regular,1,c,a,p,o,o,p,a,c
operar,oper,ar-regular,1,r,e,p,o,o,p,e,r
opinar,opin,ar-regular,1,n,i,p,o,o,p,i,n
optar,opt,ar-regular,1,t,p,o,,o,p,t,
optimizar,optimiz,ar-regular,1,z,i,m,i,o,p,t,i
ordenar,orden,ar-regular,1,n,e,d,r,o,r,d,e
organizar,organiz,ar-regular,1,z,i,n,a,o,r,g,a
orientar,orient,ar-regular,1,t,n,e,i,o,r,i,e
originar,orijin,ar-regular,1,n,i,j,i,o,r,i,j
orillar,oriL,ar-regular,1,L,i,r,o,o,r,i,L
orinar,orin,ar-regular,1,n,i,r,o,o,r,i,n
orquestar,orcest,ar-regular,1,t,s,e,c,o,r,c,e
orzar,orz,ar-regular,1,z,r,o,,o,r,z,
oscilar,oszil,ar-regular,1,l,i,z,s,o,s,z,i
ostentar,ostent,ar-regular,1,t,n,e,t,o,s,t,e
otorgar,otorg,ar-regular,1,g,r,o,t,o,t,o,r
ovacionar,obazion,ar-regular,1,n,o,i,z,o,b,a,z
oxidar,oxid,ar-regular,1,d,i,x,o,o,x,i,d
oxigenar,oxijen,ar-regular,1,n,e,j,i,o,x,i,j
pacificar,pazific,ar-regular,1,c,i,f,i,p,a,z,i
pactar,pact,ar-regular,1,t,c,a,p,p,a,c,t
pagar,pag,ar-regular,1,g,a,p,,p,a,g,
paliar,pali,ar-regular,1,i,l,a,p,p,a,l,i
palmar,palm,ar-regular,1,m,l,a,p,p,a,l,m
palmear,palme,ar-regular,1,e,m,l,a,p,a,l,m
palpar,palp,ar-regular,1,p,l,a,p,p,a,l,p
palpitar,palpit,ar-regular,1,t,i,p,l,p,a,l,p
papar,pap,ar-regular,1,p,a,p,,p,a,p,
papear,pape,ar-regular,1,e,p,a,p,p,a,p,e
papelear,papele,ar-regular,1,e,l,e,p,p,a,p,e
paralizar,paraliz,ar-regular,1,z,i,l,a,p,a,r,a
parar,par,ar-regular,1,r,a,p,,p,a,r,
parcelar,parzel,ar-regular,1,l,e,z,r,p,a,r,z
parchar,parC,ar-regular,1,C,r,a,p,p,a,r,C
parear,pare,ar-regular,1,e,r,a,p,p,a,r,e
parlamentar,parlament,ar-regular,1,t,n,e,m,p,a,r,l
parlar,parl,ar-regular,1,l,r,a,p,p,a,r,l
parodiar,parodi,ar-regular,1,i,d,o,r,p,a,r,o
parpadear,parpade,ar-regular,1,e,d,a,p,p,a,r,p
participar,partizip,ar-regular,1,p,i,z,i,p,a,r,t
pasaportar,pasaport,ar-regular,1,t,r,o,p,p,a,s,a
pasar,pas,ar-regular,1,s,a,p,,p,a,s,
pasear,pase,ar-regular,1,e,s,a,p,p,a,s,e
pasmar,pasm,ar-regular,1,m,s,a,p,p,a,s,m
pastar,past,ar-regular,1,t,s,a,p,p,a,s,t
patalear,patale,ar-regular,1,e,l,a,t,p,a,t,a
patear,pate,ar-regular,1,e,t,a,p,p,a,t,e
patentar,patent,ar-regular,1,t,n,e,t,p,a,t,e
patinar,patin,ar-regular,1,n,i,t,a,p,a,t,i
patrocinar,patrozin,ar-regular,1,n,i,z,o,p,a,t,r
patrullar,patruL,ar-regular,1,L,u,r,t,p,a,t,r
paular,paul,ar-regular,1,l,u,a,p,p,a,u,l
pausar,paus,ar-regular,1,s,u,a,p,p,a,u,s
pautar,paut,ar-regular,1,t,u,a,p,p,a,u,t
pavimentar,pabiment,ar-regular,1,t,n,e,m,p,a,b,i
pecar,pec,ar-regular,1,c,e,p,,p,e,c,
pechar,peC,ar-regular,1,C,e,p,,p,e,C,
pegar,peg,ar-regular,1,g,e,p,,p,e,g,
peinar,pein,ar-regular,1,n,i,e,p,p,e,i,n
pelar,pel,ar-regular,1,l,e,p,,p,e,l,
pelear,pele,ar-regular,1,e,l,e,p,p,e,l,e
peligrar,peligr,ar-regular,1,r,g,i,l,p,e,l,i
pelotear,pelote,ar-regular,1,e,t,o,l,p,e,l,o
penalizar,penaliz,ar-regular,1,z,i,l,a,p,e,n,a
penar,pen,ar-regular,1,n,e,p,,p,e,n,
pendonear,pendone,ar-regular,1,e,n,o,d,p,e,n,d
penetrar,penetr,ar-regular,1,r,t,e,n,p,e,n,e
penitenciar,penitenzi,ar-regular,1,i,z,n,e,p,e,n,i
pensar,pens,ar-ie,0,s,n,e,p,p,e,n,s
pensionar,pension,ar-regular,1,n,o,i,s,p,e,n,s
peonar,peon,ar-regular,1,n,o,e,p,p,e,o,n
perdonar,perdon,ar-regular,1,n,o,d,r,p,e,r,d
perdurar,perdur,ar-regular,1,r,u,d,r,p,e,r,d
peregrinar,peregrin,ar-regular,1,n,i,r,g,p,e,r,e
perfeccionar,perfeczion,ar-regular,1,n,o,i,z,p,e,r,f
perfilar,perfil,ar-regular,1,l,i,f,r,p,e,r,f
perforar,perfor,ar-regular,1,r,o,f,r,p,e,r,f
perfumar,perfum,ar-regular,1,m,u,f,r,p,e,r,f
perjudicar,perjudic,ar-regular,1,c,i,d,u,p,e,r,j
permutar,permut,ar-regular,1,t,u,m,r,p,e,r,m
pernoctar,pernoct,ar-regular,1,t,c,o,n,p,e,r,n
perpetrar,perpetr,ar-regular,1,r,t,e,p,p,e,r,p
perpetuar,perpetu,ar-regular,1,u,t,e,p,p,e,r,p
perseverar,perseber,ar-regular,1,r,e,b,e,p,e,r,s
personalizar,personaliz,ar-regular,1,z,i,l,a,p,e,r,s
personificar,personific,ar-regular,1,c,i,f,i,p,e,r,s
perturbar,perturb,ar-regular,1,b,r,u,t,p,e,r,t
pesar,pes,ar-regular,1,s,e,p,,p,e,s,
pescar,pesc,ar-regular,1,c,s,e,p,p,e,s,c
pesquisar,pescis,ar-regular,1,s,i,c,s,p,e,s,c
picar,pic,ar-regular,1,c,i,p,,p,i,c,
pilar,pil,ar-regular,1,l,i,p,,p,i,l,
pillar,piL,ar-regular,1,L,i,p,,p,i,L,
pilotar,pilot,ar-regular,1,t,o,l,i,p,i,l,o
pinchar,pinC,ar-regular,1,C,n,i,p,p,i,n,C
pintar,pint,ar-regular,1,t,n,i,p,p,i,n,t
pisar,pis,ar-regular,1,s,i,p,,p,i,s,
pisotear,pisote,ar-regular,1,e,t,o,s,p,i,s,o
pitar,pit,ar-regular,1,t,i,p,,p,i,t,
pizcar,pizc,ar-regular,1,c,z,i,p,p,i,z,c
plagar,plag,ar-regular,1,g,a,l,p,p,l,a,g
plagiar,plaji,ar-regular,1,i,j,a,l,p,l,a,j
planchar,planC,ar-regular,1,C,n,a,l,p,l,a,n
planear,plane,ar-regular,1,e,n,a,l,p,l,a,n
planificar,planific,ar-regular,1,c,i,f,i,p,l,a,n
plantar,plant,ar-regular,1,t,n,a,l,p,l,a,n
plantear,plante,ar-regular,1,e,t,n,a,p,l,a,n
plasmar,plasm,ar-regular,1,m,s,a,l,p,l,a,s
platear,plate,ar-regular,1,e,t,a,l,p,l,a,t
platicar,platic,ar-regular,1,c,i,t,a,p,l,a,t
plegar,pleg,ar-ie,0,g,e,l,p,p,l,e,g
poblar,pobl,ar-ue,0,l,b,o,p,p,o,b,l
podar,pod,ar-regular,1,d,o,p,,p,o,d,
polarizar,polariz,ar-regular,1,z,i,r,a,p,o,l,a
polemizar,polemiz,ar-regular,1,z,i,m,e,p,o,l,e
politizar,politiz,ar-regular,1,z,i,t,i,p,o,l,i
ponderar,ponder,ar-regular,1,r,e,d,n,p,o,n,d
pontificar,pontific,ar-regular,1,c,i,f,i,p,o,n,t
popar,pop,ar-regular,1,p,o,p,,p,o,p,
popularizar,populariz,ar-regular,1,z,i,r,a,p,o,p,u
pormenorizar,pormenoriz,ar-regular,1,z,i,r,o,p,o,r,m
portar,port,ar-regular,1,t,r,o,p,p,o,r,t
posar,pos,ar-regular,1,s,o,p,,p,o,s,
posesionar,posesion,ar-regular,1,n,o,i,s,p,o,s,e
posibilitar,posibilit,ar-regular,1,t,i,l,i,p,o,s,i
posicionar,posizion,ar-regular,1,n,o,i,z,p,o,s,i
postergar,posterg,ar-regular,1,g,r,e,t,p,o,s,t
postrar,postr,ar-regular,1,r,t,s,o,p,o,s,t
postular,postul,ar-regular,1,l,u,t,s,p,o,s,t
potar,pot,ar-regular,1,t,o,p,,p,o,t,
potenciar,potenzi,ar-regular,1,i,z,n,e,p,o,t,e
practicar,practic,ar-regular,1,c,i,t,c,p,r,a,c
precintar,prezint,ar-regular,1,t,n,i,z,p,r,e,z
precipitar,prezipit,ar-regular,1,t,i,p,i,p,r,e,z
precisar,prezis,ar-regular,1,s,i,z,e,p,r,e,z
preconizar,preconiz,ar-regular,1,z,i,n,o,p,r,e,c
predestinar,predestin,ar-regular,1,n,i,t,s,p,r,e,d
predeterminar,predetermin,ar-regular,1,n,i,m,r,p,r,e,d
predicar,predic,ar-regular,1,c,i,d,e,p,r,e,d
predominar,predomin,ar-regular,1,n,i,m,o,p,r,e,d
prefabricar,prefabric,ar-regular,1,c,i,r,b,p,r,e,f
prefigurar,prefigur,ar-regular,1,r,u,g,i,p,r,e,f
prefijar,prefij,ar-regular,1,j,i,f,e,p,r,e,f
pregonar,pregon,ar-regular,1,n,o,g,e,p,r,e,g
preguntar,pregunt,ar-regular,1,t,n,u,g,p,r,e,g
preludiar,preludi,ar-regular,1,i,d,u,l,p,r,e,l
premeditar,premedit,ar-regular,1,t,i,d,e,p,r,e,m
premiar,premi,ar-regular,1,i,m,e,r,p,r,e,m
prendar,prend,ar-regular,1,d,n,e,r,p,r,e,n
prensar,prens,ar-regular,1,s,n,e,r,p,r,e,n
preocupar,preocup,ar-regular,1,p,u,c,o,p,r,e,o
preparar,prepar,ar-regular,1,r,a,p,e,p,r,e,p
presagiar,presaji,ar-regular,1,i,j,a,s,p,r,e,s
presenciar,presenzi,ar-regular,1,i,z,n,e,p,r,e,s
presentar,present,ar-regular,1,t,n,e,s,p,r,e,s
preservar,preserb,ar-regular,1,b,r,e,s,p,r,e,s
presionar,presion,ar-regular,1,n,o,i,s,p,r,e,s
prestar,prest,ar-regular,1,t,s,e,r,p,r,e,s
prestigiar,prestiji,ar-regular,1,i,j,i,t,p,r,e,s
presupuestar,presupuest,ar-regular,1,t,s,e,u,p,r,e,s
presurizar,presuriz,ar-regular,1,z,i,r,u,p,r,e,s
pretextar,pretext,ar-regular,1,t,x,e,t,p,r,e,t
prevaricar,prebaric,ar-regular,1,c,i,r,a,p,r,e,b
pringar,pring,ar-regular,1,g,n,i,r,p,r,i,n
privar,prib,ar-regular,1,b,i,r,p,p,r,i,b
privatizar,pribatiz,ar-regular,1,z,i,t,a,p,r,i,b
privilegiar,pribileji,ar-regular,1,i,j,e,l,p,r,i,b
probar,prob,ar-ue,0,b,o,r,p,p,r,o,b
procesar,prozes,ar-regular,1,s,e,z,o,p,r,o,z
proclamar,proclam,ar-regular,1,m,a,l,c,p,r,o,c
procrear,procre,ar-regular,1,e,r,c,o,p,r,o,c
procurar,procur,ar-regular,1,r,u,c,o,p,r,o,c
prodigar,prodig,ar-regular,1,g,i,d,o,p,r,o,d
profanar,profan,ar-regular,1,n,a,f,o,p,r,o,f
profesar,profes,ar-regular,1,s,e,f,o,p,r,o,f
profundizar,profundiz,ar-regular,1,z,i,d,n,p,r,o,f
programar,program,ar-regular,1,m,a,r,g,p,r,o,g
progresar,progres,ar-regular,1,s,e,r,g,p,r,o,g
proliferar,prolifer,ar-regular,1,r,e,f,i,p,r,o,l
prolongar,prolong,ar-regular,1,g,n,o,l,p,r,o,l
promediar,promedi,ar-regular,1,i,d,e,m,p,r,o,m
promocionar,promozion,ar-regular,1,n,o,i,z,p,r,o,m
promulgar,promulg,ar-regular,1,g,l,u,m,p,r,o,m
pronosticar,pronostic,ar-regular,1,c,i,t,s,p,r,o,n
pronunciar,pronunzi,ar-regular,1,i,z,n,u,p,r,o,n
propagar,propag,ar-regular,1,g,a,p,o,p,r,o,p
propiciar,propizi,ar-regular,1,i,z,i,p,p,r,o,p
propinar,propin,ar-regular,1,n,i,p,o,p,r,o,p
proporcionar,proporzion,ar-regular,1,n,o,i,z,p,r,o,p
propugnar,propugn,ar-regular,1,n,g,u,p,p,r,o,p
propulsar,propuls,ar-regular,1,s,l,u,p,p,r,o,p
prorrogar,proRog,ar-regular,1,g,o,R,o,p,r,o,R
prospectar,prospect,ar-regular,1,t,c,e,p,p,r,o,s
prosperar,prosper,ar-regular,1,r,e,p,s,p,r,o,s
protagonizar,protagoniz,ar-regular,1,z,i,n,o,p,r,o,t
protestar,protest,ar-regular,1,t,s,e,t,p,r,o,t
provocar,proboc,ar-regular,1,c,o,b,o,p,r,o,b
proyectar,proLect,ar-regular,1,t,c,e,L,p,r,o,L
publicar,public,ar-regular,1,c,i,l,b,p,u,b,l
publicitar,publizit,ar-regular,1,t,i,z,i,p,u,b,l
pugnar,pugn,ar-regular,1,n,g,u,p,p,u,g,n
pujar,puj,ar-regular,1,j,u,p,,p,u,j,
pulsar,puls,ar-regular,1,s,l,u,p,p,u,l,s
pulular,pulul,ar-regular,1,l,u,l,u,p,u,l,u
pulverizar,pulberiz,ar-regular,1,z,i,r,e,p,u,l,b
puntualizar,puntualiz,ar-regular,1,z,i,l,a,p,u,n,t
puntuar,puntu,ar-regular,1,u,t,n,u,p,u,n,t
punzar,punz,ar-regular,1,z,n,u,p,p,u,n,z
purgar,purg,ar-regular,1,g,r,u,p,p,u,r,g
purificar,purific,ar-regular,1,c,i,f,i,p,u,r,i
purpurar,purpur,ar-regular,1,r,u,p,r,p,u,r,p
putear,pute,ar-regular,1,e,t,u,p,p,u,t,e
quebrantar,cebrant,ar-regular,1,t,n,a,r,c,e,b,r
quebrar,cebr,ar-ie,0,r,b,e,c,c,e,b,r
quedar,ced,ar-regular,1,d,e,c,,c,e,d,
quemar,cem,ar-regular,1,m,e,c,,c,e,m,
quitar,cit,ar-regular,1,t,i,c,,c,i,t,
rabiar,Rabi,ar-regular,1,i,b,a,R,R,a,b,i
racionalizar,Razionaliz,ar-regular,1,z,i,l,a,R,a,z,i
racionar,Razion,ar-regular,1,n,o,i,z,R,a,z,i
radiar,Radi,ar-regular,1,i,d,a,R,R,a,d,i
radicalizar,Radicaliz,ar-regular,1,z,i,l,a,R,a,d,i
radicar,Radic,ar-regular,1,c,i,d,a,R,a,d,i
radiografiar,Radiografi,ar-regular,1,i,f,a,r,R,a,d,i
rajar,Raj,ar-regular,1,j,a,R,,R,a,j,
rallar,RaL,ar-regular,1,L,a,R,,R,a,L,
ranchar,RanC,ar-regular,1,C,n,a,R,R,a,n,C
rapar,Rap,ar-regular,1,p,a,R,,R,a,p,
raptar,Rapt,ar-regular,1,t,p,a,R,R,a,p,t
rascar,Rasc,ar-regular,1,c,s,a,R,R,a,s,c
rasgar,Rasg,ar-regular,1,g,s,a,R,R,a,s,g
raspar,Rasp,ar-regular,1,p,s,a,R,R,a,s,p
rastrear,Rastre,ar-regular,1,e,r,t,s,R,a,s,t
rasurar,Rasur,ar-regular,1,r,u,s,a,R,a,s,u
ratificar,Ratific,ar-regular,1,c,i,f,i,R,a,t,i
rayar,RaL,ar-regular,1,L,a,R,,R,a,L,
razonar,Razon,ar-regular,1,n,o,z,a,R,a,z,o
reaccionar,Reaczion,ar-regular,1,n,o,i,z,R,e,a,c
reactivar,Reactib,ar-regular,1,b,i,t,c,R,e,a,c
readaptar,Readapt,ar-regular,1,t,p,a,d,R,e,a,d
reafirmar,Reafirm,ar-regular,1,m,r,i,f,R,e,a,f
reagrupar,Reagrup,ar-regular,1,p,u,r,g,R,e,a,g
reajustar,Reajust,ar-regular,1,t,s,u,j,R,e,a,j
realizar,Realiz,ar-regular,1,z,i,l,a,R,e,a,l
realzar,Realz,ar-regular,1,z,l,a,e,R,e,a,l
reanimar,Reanim,ar-regular,1,m,i,n,a,R,e,a,n
reanudar,Reanud,ar-regular,1,d,u,n,a,R,e,a,n
rearmar,Rearm,ar-regular,1,m,r,a,e,R,e,a,r
reasegurar,Reasegur,ar-regular,1,r,u,g,e,R,e,a,s
reavivar,Reabib,ar-regular,1,b,i,b,a,R,e,a,b
rebajar,Rebaj,ar-regular,1,j,a,b,e,R,e,b,a
rebasar,Rebas,ar-regular,1,s,a,b,e,R,e,b,a
rebotar,Rebot,ar-regular,1,t,o,b,e,R,e,b,o
rebozar,Reboz,ar-regular,1,z,o,b,e,R,e,b,o
rebrotar,Rebrot,ar-regular,1,t,o,r,b,R,e,b,r
rebuscar,Rebusc,ar-regular,1,c,s,u,b,R,e,b,u
recabar,Recab,ar-regular,1,b,a,c,e,R,e,c,a
recalar,Recal,ar-regular,1,l,a,c,e,R,e,c,a
recalcar,Recalc,ar-regular,1,c,l,a,c,R,e,c,a
recalentar,Recalent,ar-ie,0,t,n,e,l,R,e,c,a
recapacitar,Recapazit,ar-regular,1,t,i,z,a,R,e,c,a
recapitular,Recapitul,ar-regular,1,l,u,t,i,R,e,c,a
recargar,Recarg,ar-regular,1,g,r,a,c,R,e,c,a
recatar,Recat,ar-regular,1,t,a,c,e,R,e,c,a
recaudar,Recaud,ar-regular,1,d,u,a,c,R,e,c,a
recelar,Rezel,ar-regular,1,l,e,z,e,R,e,z,e
recepcionar,Rezepzion,ar-regular,1,n,o,i,z,R,e,z,e
recesar,Rezes,ar-regular,1,s,e,z,e,R,e,z,e
recetar,Rezet,ar-regular,1,t,e,z,e,R,e,z,e
rechazar,ReCaz,ar-regular,1,z,a,C,e,R,e,C,a
rechinar,ReCin,ar-regular,1,n,i,C,e,R,e,C,i
reciclar,Rezicl,ar-regular,1,l,c,i,z,R,e,z,i
recitar,Rezit,ar-regular,1,t,i,z,e,R,e,z,i
reclamar,Reclam,ar-regular,1,m,a,l,c,R,e,c,l
reclutar,Reclut,ar-regular,1,t,u,l,c,R,e,c,l
recobrar,Recobr,ar-regular,1,r,b,o,c,R,e,c,o
recolectar,Recolect,ar-regular,1,t,c,e,l,R,e,c,o
recomendar,Recomend,ar-ie,0,d,n,e,m,R,e,c,o
recompensar,Recompens,ar-regular,1,s,n,e,p,R,e,c,o
reconcentrar,Reconzentr,ar-regular,1,r,t,n,e,R,e,c,o
reconciliar,Reconzili,ar-regular,1,i,l,i,z,R,e,c,o
reconfortar,Reconfort,ar-regular,1,t,r,o,f,R,e,c,o
reconquistar,Reconcist,ar-regular,1,t,s,i,c,R,e,c,o
reconsiderar,Reconsider,ar-regular,1,r,e,d,i,R,e,c,o
recopilar,Recopil,ar-regular,1,l,i,p,o,R,e,c,o
recordar,Record,ar-ue,0,d,r,o,c,R,e,c,o
recortar,Recort,ar-regular,1,t,r,o,c,R,e,c,o
recostar,Recost,ar-ue,0,t,s,o,c,R,e,c,o
recrear,Recre,ar-regular,1,e,r,c,e,R,e,c,r
recriminar,Recrimin,ar-regular,1,n,i,m,i,R,e,c,r
rectificar,Rectific,ar-regular,1,c,i,f,i,R,e,c,t
recuperar,Recuper,ar-regular,1,r,e,p,u,R,e,c,u
recusar,Recus,ar-regular,1,s,u,c,e,R,e,c,u
redactar,Redact,ar-regular,1,t,c,a,d,R,e,d,a
redoblar,Redobl,ar-regular,1,l,b,o,d,R,e,d,o
redondear,Redonde,ar-regular,1,e,d,n,o,R,e,d,o
redundar,Redund,ar-regular,1,d,n,u,d,R,e,d,u
reeditar,Reedit,ar-regular,1,t,i,d,e,R,e,e,d
reembolsar,Reembols,ar-regular,1,s,l,o,b,R,e,e,m
reemplazar,Reemplaz,ar-regular,1,z,a,l,p,R,e,e,m
reestructurar,Reestructur,ar-regular,1,r,u,t,c,R,e,e,s
refinar,Refin,ar-regular,1,n,i,f,e,R,e,f,i
reflejar,Reflej,ar-regular,1,j,e,l,f,R,e,f,l
reflexionar,Reflexion,ar-regular,1,n,o,i,x,R,e,f,l
reformar,Reform,ar-regular,1,m,r,o,f,R,e,f,o
reforzar,Reforz,ar-ue,0,z,r,o,f,R,e,f,o
refractar,Refract,ar-regular,1,t,c,a,r,R,e,f,r
refrendar,Refrend,ar-regular,1,d,n,e,r,R,e,f,r
refrescar,Refresc,ar-regular,1,c,s,e,r,R,e,f,r
refrigerar,Refrijer,ar-regular,1,r,e,j,i,R,e,f,r
refutar,Refut,ar-regular,1,t,u,f,e,R,e,f,u
regalar,Regal,ar-regular,1,l,a,g,e,R,e,g,a
regar,Reg,ar-ie,0,g,e,R,,R,e,g,
regatear,Regate,ar-regular,1,e,t,a,g,R,e,g,a
regenerar,Rejener,ar-regular,1,r,e,n,e,R,e,j,e
regentar,Rejent,ar-regular,1,t,n,e,j,R,e,j,e
registrar,Rejistr,ar-regular,1,r,t,s,i,R,e,j,i
reglamentar,Reglament,ar-regular,1,t,n,e,m,R,e,g,l
regocijar,Regozij,ar-regular,1,j,i,z,o,R,e,g,o
regresar,Regres,ar-regular,1,s,e,r,g,R,e,g,r
regular,Regul,ar-regular,1,l,u,g,e,R,e,g,u
regularizar,Regulariz,ar-regular,1,z,i,r,a,R,e,g,u
rehabilitar,Reabilit,ar-regular,1,t,i,l,i,R,e,a,b
rehusar,Reus,ar-regular,1,s,u,e,R,R,e,u,s
reinar,Rein,ar-regular,1,n,i,e,R,R,e,i,n
reincorporar,Reincorpor,ar-regular,1,r,o,p,r,R,e,i,n
reingresar,Reingres,ar-regular,1,s,e,r,g,R,e,i,n
reinicializar,Reinizializ,ar-regular,1,z,i,l,a,R,e,i,n
reiniciar,Reinizi,ar-regular,1,i,z,i,n,R,e,i,n
reinsertar,Reinsert,ar-regular,1,t,r,e,s,R,e,i,n
reintegrar,Reintegr,ar-regular,1,r,g,e,t,R,e,i,n
reiterar,Reiter,ar-regular,1,r,e,t,i,R,e,i,t
reivindicar,Reibindic,ar-regular,1,c,i,d,n,R,e,i,b
relacionar,Relazion,ar-regular,1,n,o,i,z,R,e,l,a
relajar,Relaj,ar-regular,1,j,a,l,e,R,e,l,a
relanzar,Relanz,ar-regular,1,z,n,a,l,R,e,l,a
relatar,Relat,ar-regular,1,t,a,l,e,R,e,l,a
relegar,Releg,ar-regular,1,g,e,l,e,R,e,l,e
relevar,Releb,ar-regular,1,b,e,l,e,R,e,l,e
rellenar,ReLen,ar-regular,1,n,e,L,e,R,e,L,e
remachar,RemaC,ar-regular,1,C,a,m,e,R,e,m,a
remar,Rem,ar-regular,1,m,e,R,,R,e,m,
remarcar,Remarc,ar-regular,1,c,r,a,m,R,e,m,a
rematar,Remat,ar-regular,1,t,a,m,e,R,e,m,a
remediar,Remedi,ar-regular,1,i,d,e,m,R,e,m,e
